  Name  nsuef,Email Addresshbjjb , Password 12582,Salt %^bh ,Date of Birth   ,Street Name  9x9x ,Parish   hbjjb, Zip   12582,Country  %^bh,Account Branch   ,Loyalty Pointsnsuef ,Gender  ,Contact Number  (raw) ,Signup Date 2018 ,Total Purchases  
Kareem Hernández,Kareem.Hernndez@mail.kkhair.net,N!fnL$7pxb$C,4cbd3fc24ccd3c5e,1957/05/28,Market Street #218,St. Philip,BB23026,Barbados,Warrens,9713,Prefer not to say,(977) 59776,2018/11/04,115
Sade Morris,Sade.Morris@kandk-hair.co,EJ7Klw3@,cae1e7b8c0b42eZZ,1955/04/10,Market Street #225,Couva-Tabaquite-Talparo,TT3743,Trinidad & Tobago,Chaguanas,17212,Female,+ 2955769  ,2016/04/22,68
Latoya García,Latoya.Garca@kkhairemporium.com,SKCNLk,f9e09cf33e59ac78,1988/07/10,Sugar Cane Way #25,Manchester,23679,Jamaica,Kingston,20681,Prefer not to say,+1 (876) 2408962870,2017/05/20,12
Noël Jean-Baptiste,Nol.Jean-Baptiste@KKHAIREMPORIUM.COM,aIQuf8,045273c1a169c32f,1963/01/24,Mango Tree Drive #132,Castries,5568,St. Lucia,Gros Islet,11934,Non-binary,123-3559-1,2017-09-09,11
 Chloë Best  ,Chlo.Best.422@loyalty.kkhair.com,5LHAPw,a022db7c8e0cddff,1963/11/21,Hibiscus Lane #136,Castries,LC12 301,St. Lucia,Castries,8979,Non-binary,+1 (758) 64915350904,2017-12-20,9
Tanesha Morris,Tanesha.Morris.264@mail.kkhair.net,s6kgeMnw,878f0350b13c6747,1990-01-30,Coral Ridge #113,St. Peter Basseterre,KN0503,St. Kitts & Nevis,Sandy Point,24470,Female,(924) 912,2017/03/09,3
Aaliyah Jean-Baptiste,Aaliyah.Jean-Baptiste@KANDK-HAIR.CO,l@5Zp3b!km8s,477a376b62b7bd5e,1982/11/29,Sugar Cane Way #12,Chaguanas,00000,Trinidad & Tobago,San Fernando,14624,Prefer not to say,+1 (868) 682898,2016/09/20,49
Aaliyah García,AALIYAH.GARCA@domain_with_space.kkhairemporium.com,4DsuBrrGu3,6c25a839a4f8fb08,1980/05/23,Mango Tree Drive #218,St. Thomas Lowland,KN0503,St. Kitts & Nevis,Sandy Point,2554,Female,+1 (869) 79406525,2017/05/20,34
Anaïs Lewis,Anas.Lewis@LOYALTY.KKHAIR.COM,59OH@r*pP5d22wSa,d55096ee389f5984,1986/04,Market Street #122,Castries,6287,St. Lucia,Vieux Fort,4374,Female,808-2078-098822092,2016/08/23,90
Tanesha Dottin,TANESHA.DOTTIN@kkhairemporium.com,qbvOlcbvv9rU,7a865d1755910e%^,2002-12-03,Sunset Blvd #178,St. George Basseterre,KN0503,St. Kitts & Nevis,Basseterre,9623,Prefer not to say,+1 (869) 888959,2016/04/12,14
Keisha Dottin,KEISHA.DOTTIN@kkhairemporium.com,6LJon4oVhEZL#!F8,b034ad86874edf2a,1971/07/09,Sugar Cane Way #291,Dennery,LC12 301,St. Lucia,Gros Islet,2677,Non-binary,+1 (758) 7007191035,2018-04-02,115
Kofi Williams,Kofi.Williams@LOYALTY.KKHAIR.COM,&*31FoIC*7,32a9433a834caa3f,1990/05/04,Harbour View #157,Micoud,LC12 301,St. Lucia,Castries,2889,Male,740-0198-011063822,2017/07/09,49
Jéssica Lewis,Jssica.Lewis.623@kkhairemporium.com,Pi5oSKEZfB,8609811210dac266,1972-02-08,Mango Tree Drive #87,Soufrière,LC12 301,St. Lucia,Castries,24977,Male,(075) 059990640,2016/05/03,14
Devon Johnson,Devon.Johnson@loyalty.kkhair.com,*WQB@L,bb662bdca878e34d,2001/02/09,Palm Grove #241,St. Philip,92602,Barbados,Oistins,20551,Male,(019) 7030,2018/12/11,94
Tyrone Campbell,TYRONE.CAMPBELL@kkhairemporium.com,ov471mUm*d5#INqH,d0184bedaf25a89b,1994/07/07,Bamboo Crescent #181,Port of Spain,00000,Trinidad & Tobago,San Fernando,18797,Female,140-9054-449625216,2018-07-24,103
D’Andre Ramdeen,DAndre.Ramdeen@mail.kkhair.net,tGM xbEnP9@,b2348b1fe7d7a1d1,2006-01-12,Independence Ave #236,Kingston,14,Jamaica,Kingston,19898,Male,260-1772-6,2018/10/31,114
 Tyrone Pérez  ,Tyrone.Prez@domain_with_space.kandk-hair.co,kqBzqh,a718cf90e3b7732a,2000/06,Cedar Park #213,St. Andrew,70390,Jamaica,Kingston,22493,Female,+ 8483364921529645  ,2018-08-14,48
Rohan van der Kringle,Rohan.Kringle_445@KKHAIREMPORIUM.COM,kQR!HlrV,366902f298abfdcc,1973/02/02,Cedar Park #53,Port of Spain,TT3012,Trinidad & Tobago,Port of Spain,1415,Male,+ 57417565  ,2016/12/19,0
Sofía Williams,SOFA.WILLIAMS@mail.kkhair.net,DByTk5uiii,5e061dfd84132fZZ,1965-04-17,Seaview Terrace #135,St. Thomas,BB14000,Barbados,Warrens,6092,Female,+1 (246) 95668651,2018/01/03,87
Tyrone Greenidge,Tyrone.Greenidge@,,,,,,,,,,,,,
Rashida Grant,Rashida.Grant@loyalty.kkhair.com,wpV7rlGqWh,762874ec9c346ba8,1968/03/19,Sugar Cane Way #293,Castries,4407,St. Lucia,Castries,343,Prefer not to say,+1 (758) 7730978039934686,2018/09/07,27
Jamal García,Jamal.Garca@kandk-hair.co,k$APb4E#M&PRbUeY,b328d4eacd52fc5e,1970/11/22,Cedar Park #259,St. George Basseterre,KN0503,St. Kitts & Nevis,Sandy Point,13419,Non-binary,499753,2016/05/22,49
Marlon Charles,MARLON.CHARLES_672@kandk-hair.co,#MmAkqgTFh%Ddtxt,592fdde1c655cdZZ,1955/08/23,Seaview Terrace #247,St. James,52957,Jamaica,Spanish Town,21581,Prefer not to say,+1 (876) 5959012,2018/01/15,24
Jamal Browne,Jamal.Browne@loyalty.kkhair.com,h28Q3MLcAlI$,328af50bba753cab,1968/10/29,Bay Street #146,St. Peter,BB14000,Barbados,Warrens,17132,Male,+1 (246) 607228849939,2018/12/25,71
Mikaël Alleyne,Mikal.Alleyne@loyalty.kkhair.com,^SKNzeOw,d383d7e0e5f840__,1981/05/11,Palm Grove #227,Arima,TT4715,Trinidad & Tobago,San Fernando,15521,Female,+ 485915  ,2016-02-20,110
Aaliyah Hernández,Aaliyah.Hernndez@kkhairemporium.com,nHa$%7!SjPZu,36e12c909fc7709f,1963/12/23,Bay Street #161,Dennery,LC12 301,St. Lucia,Castries,15311,Prefer not to say,+ 7416537466  ,2018/06/21,105
Rohan De la Cruz,Rohan.Cruz.117@kkhairemporium.com,VrNj@p3%@M,5ad7865a20320563,2006/04/13,Sunset Blvd #139,Port of Spain,00000,Trinidad & Tobago,Chaguanas,4234,Female,+ 1747481579619423  ,2016/04/25,8
Tanesha Brathwaite,Tanesha.Brathwaite@domain_with_space.KKHAIREMPORIUM.COM,fx7%U5Iy0KuQ,9e15c3a9ccd40f5e,1976/02/16,Sugar Cane Way #268,Clarendon,13337,Jamaica,Spanish Town,7891,Male,4453975082903856,2018/10/24,17
Dwayne Lewis Williams,Dwayne.Williams@loyalty.kkhair.com,6hHK6PkSE!,5c0d04740005f0df,2004-07-18,Coconut Walk #217,St. Thomas Lowland,KN0302,St. Kitts & Nevis,Basseterre,19975,Male,221-2881,2016/02/12,40
Anaïs Thompson,ANAS.THOMPSON_507@kandk-hair.co,jYh%B^kG*I,5566459dc3e213c6,1964/12,Hibiscus Lane #229,St. Thomas Lowland,KN0101,St. Kitts & Nevis,Sandy Point,11296,Non-binary,+ 4472270048997442  ,2017/12/03,110
Rohan Morris,Rohan.Morris@kkhairemporium.com,ICsggZaFa6!F,cfbbef2ae777a76f,1958/05,Market Street #150,Couva-Tabaquite-Talparo,17342,Trinidad & Tobago,Chaguanas,23966,Non-binary,761927812079,2016/11/12,4
D’Andre Singh,DAndre.Singh@loyalty.kkhair.com,,,,,,,,,,,,,
Jamal Hernández,Jamal.Hernndez@LOYALTY.KKHAIR.COM,yhD$byVI,7e734b083fbe7454,1998/02/24,Coral Ridge #74,Micoud,4854,St. Lucia,Castries,18938,Female,(062) 046786303,2018/03/04,116
Jéssica Lewis,Jssica.Lewis@mail.kkhair.net,Jip*SkfnRH,e5aae7031f4a9570,1997/08/25,Bay Street #93,St. John Figtree,KN0302,St. Kitts & Nevis,Basseterre,22519,Non-binary,(272) 3114341663826,2018-01-18,56
Jermaine Greenidge,Jermaine.Greenidge@kkhairemporium.com,,,,,,,,,,,,,
Renée Williams,Rene.Williams@loyalty.kkhair.com,K9u4%@wLK4,e2e90dcce840c36f,2002/09/19,Hibiscus Lane #232,St. John Figtree,KN0302,St. Kitts & Nevis,Sandy Point,23610,Male,878790,2016/12/28,9
Keisha Browne,Keisha.Browne@kkhairemporium.com,wXvvPn,6ad4997f558035%^,1977/01,Coral Ridge #36,Manchester,06,Jamaica,Kingston,9556,Prefer not to say,(666) 78303172,2017/06/29,78
Mikaël Baptiste,Mikal.Baptiste@loyalty.kkhair.com,W@mLPi,08db7a281bc9b681,1963-11-26,Mango Tree Drive #187,St. Ann,81932,Jamaica,Spanish Town,19935,Prefer not to say,257-5022,2017/05,103
Renée Browne,Rene.Browne@loyalty.kkhair.com,ObFb5O*qQG,fe47cef60ea2d60c,1991/04/11,Coral Ridge #154,St. Michael,BB14000,Barbados,Warrens,6836,Prefer not to say,229-1764-80361,2017/12/29,3
Kofi Forde,Kofi.Forde-766@ LOYALTY.KKHAIR.COM,wq&CPZerrD,22f9c6d71b8c1f08,1964/05/30,Coral Ridge #99,Kingston,31037,Jamaica,Kingston,1093,Non-binary,+ 63147961  ,2018/05/13,67
José Singh,Jos.Singh@kandk-hair.co,&$k21$fZQjn#,99f652fea9ae9fe0,2001/09/25,Bamboo Crescent #176,St. Thomas Lowland,KN0302,St. Kitts & Nevis,Sandy Point,17704,Non-binary,+ 6432754115652770  ,2017-12-06,49
Tia Alleyne,TIA.ALLEYNE@loyalty.kkhair.com,tdfPGYEn2J0fZZNz,7faa66772874b9a5,1970/08/06,Bay Street #202,St. James,14,Jamaica,Montego Bay,16383,Prefer not to say,+ 109002810003  ,2018/05/06,108
Jermaine Charles-O'Connor,Jermaine.Charles-OConnor@kkhairemporium.com,!0SasLuThktr,3b6b6ea5f2ecc3c5,1972/01,Palm Grove #57,St. Peter,BB14000,Barbados,Warrens,22352,Female,(774) 460,2017/08,116
Tanesha  Ramdeen,TANESHA.RAMDEEN@KANDK-HAIR.CO,CoOCI@Ww,f9207eb393c8dc56,1995/09/20,Bay Street #99,Couva-Tabaquite-Talparo,TT8295,Trinidad & Tobago,San Fernando,1053,Male,+ 8496355501219914  ,2017/12/13,24
 Devon Holder  ,Devon.Holder@loyalty.kkhair.com,LGU mHOsjar,6f0e27d094243019,1998/07/10,Queen's Road #74,Castries,LC04 101,St. Lucia,Vieux Fort,9319,Prefer not to say,+1 (758) 42556862,2016/04,82
 D’Andre Lewis  ,DAndre.Lewis@mail.kkhair.net,B0e7bWG%,47a6a2eb419ef019,1955/08/27,Mango Tree Drive #201,Gros Islet,LC10 201,St. Lucia,Castries,11860,Non-binary,+1 (758) 8274383,2018-03-19,20
Sade Morris,Sade.Morris@kandk-hair.co,DajH0G29,071a92a516f31308,1974/05,Queen's Road #23,Manchester,18,Jamaica,Montego Bay,1344,Prefer not to say,008768486558,2016/11/14,23
Jermaine Alleyne,Jermaine.Alleyne@LOYALTY.KKHAIR.COM,@@RclAsU,de984552dc1b5638,1995-05-19,Coconut Walk #93,Couva-Tabaquite-Talparo,TT4643,Trinidad & Tobago,San Fernando,14959,Prefer not to say,931-2404-938,2017/03/12,96
Keisha Núñez,Keisha.Nez@kandk-hair.co,3Bh3O&T$s63T,c2bf707fa38946de,1956/11/22,Palm Grove #163,St. James,22995,Jamaica,Montego Bay,11921,Female,(749) 818,2018/02,11
 Rashida Joseph  ,Rashida.Joseph@kandk-hair.co,x1#BoT,5851c1b23cfd0a87,1968/08/26,Bay Street #283,Gros Islet,LC12 301,St. Lucia,Vieux Fort,14663,Female,+ 02327107325  ,2018/01/18,17
Aaliyah Campbell,Aaliyah.Campbell@kkhairemporium.com,k4rkhJYA,22ce02f6b0a99b63,1974/12/12,Independence Ave #184,St. James,BB14000,Barbados,Oistins,19011,Prefer not to say,4135054,2018/07,52
Jéssica Hernández,Jssica.Hernndez@kandk-hair.co,oylLQDKb7rc4,8b8a91545efc0431,1993/12/01,Independence Ave #172,Gros Islet,LC10 201,St. Lucia,Vieux Fort,23923,Non-binary,451-9067-7,2016/10/21,106
Noël Dottin,NOL.DOTTIN@domain_with_space.loyalty.kkhair.com,,,,,,,,,,,,,
Zoë Brathwaite,Zo.Brathwaite@kandk-hair.co,NbtBJr,167f69b6b1143ad7,1991/02/23 ,Coral Ridge #144,Couva-Tabaquite-Talparo,34736,Trinidad & Tobago,Chaguanas,12296,Non-binary,19978513445,2017/05/22,76
Latoya Baptiste,Latoya.Baptiste@KANDK-HAIR.CO,^YnY1ZDFMx$ekmRH,c59ee0b83281db8f,1963/07/31,Bay Street #218,Diego Martin,TT5481,Trinidad & Tobago,Port of Spain,15008,Non-binary,351-3834-562933495,2017/11/08,88
Tyrone Williams,Tyrone.Williams@LOYALTY.KKHAIR.COM,250U3kvIBDMHmNW!,c64b5397f6a51722,2001/03/05,Sugar Cane Way #136,St. Thomas Lowland,8340,St. Kitts & Nevis,Charlestown,14758,Male,0718116,2017-05-29,84
Tyrone Alleyne,Tyrone.Alleyne.781@mail.kkhair.net,D7IcSIjiM&,33f95c2944e909b2,1969/12/06,Queen's Road #257,St. Paul Charlestown,4582,St. Kitts & Nevis,Basseterre,18336,Female,(357) 431,2016/08/26,39
 Sofía Browne  ,Sofa.Browne@kandk-hair.co,6wZDmQg$jb334gIq,be06a81c8457b8fc,1962/01/22,Bamboo Crescent #215,St. Thomas Lowland,KN0503,St. Kitts & Nevis,Basseterre,5758,Female,+ 3496059  ,2017-02-22,5
Tyrone Greenidge,Tyrone.Greenidge@KANDK-HAIR.CO,&8hP8n3u#J@VM#@f,1d8d38c87bc13dda,1992/02/10,Bamboo Crescent #226,Arima,00000,Trinidad & Tobago,Chaguanas,4493,Non-binary,(753) 93036199,2016/09/14,2
D’Andre Charles,DAndre.Charles-739@#.mail.kkhair.net,qyY&z5^bB5,2da0e9c3418da9ac,1989/12,Harbour View #108,St. James,07,Jamaica,Kingston,20283,Male,2230421037998204,2018/07/02,91
Latoya O'Connor Pérez,Latoya.Prez@@kandk-hair.co,akwqqtdiDA,9af80a1f9227446d,1983/01/02,Market Street #76,St. Ann,14,Jamaica,Kingston,7817,Female,033833673614,2016/05/07,86
Keisha Singh,Keisha.Singh.738@loyalty.kkhair.com,bYKtxv,2fa6412120f5744f,1994/06/16,Bamboo Crescent #18,Port of Spain,91904,Trinidad & Tobago,Port of Spain,192,Male,442-5374-2,2017/09/06,63
Sade  Charles,Sade.Charles@@kandk-hair.co,hiV 4il,7e57920494b1ac%^,1969/02/22,Market Street #151,St. Thomas Lowland,2085,St. Kitts & Nevis,Sandy Point,14153,Prefer not to say,+ 768729  ,2016-09-13,2
Aaliyah Dottin,Aaliyah.Dottin@kkhairemporium.com,igd^tSwBgX,3fd5a3a4019d0b8d,1988/07/01,Market Street #154,Dennery,LC04 101,St. Lucia,Gros Islet,24515,Female,(204) 73087,2018/06/22,16
Marlon Browne,MARLON.BROWNE@#.kandk-hair.co,gwjhB99bdsEBO*rz,0d5e92bf165c183c,1975/03/01 ,Coconut Walk #113,Couva-Tabaquite-Talparo,TT2839,Trinidad & Tobago,Chaguanas,23109,Male,(455) 7464333040305,2016/06/15,46
Kareem Campbell,Kareem.Campbell@loyalty.kkhair.com,JiGE4z,256cbaca15400b69,2006/09/22,Independence Ave #231,St. Paul Charlestown,KN0101,St. Kitts & Nevis,Basseterre,6034,Non-binary,5183591461,2016/04/01,33
Zoë Greenidge,Zo.Greenidge-842@mail.kkhair.net,hmdCo4EN3zwm,77ea63fa4c3558%^,2006/06,Cedar Park #172,St. Peter,BB14000,Barbados,Oistins,7470,Non-binary,+1 (246) 022874,2018/12/22,47
José Joseph,Jos.Joseph@kkhairemporium.com,NxoMr&$MjXDJ,fe5fd640bb2be08b,1971/12/07,Hibiscus Lane #6,Chaguanas,TT5098,Trinidad & Tobago,San Fernando,18194,Female,988-2687-4,2017/05/04,116
 Jamal Lewis  ,JAMAL.LEWIS@KKHAIREMPORIUM.COM,ClioMb,bed52d689971a698,1997/12/14,Bay Street #182,Kingston,17,Jamaica,Spanish Town,4767,Female,+1 (876) 1371958807,2016/10,15
Tia Campbell,TIA.CAMPBELL@mail.kkhair.net,4wgAvz^Ctq9hNHEr,905cbaa58b157730,2000/04/01 ,Coconut Walk #275,Dennery,LC12 301,St. Lucia,Vieux Fort,22337,Female,+ 38827374  ,2016/04/04,33
Latoya Forde,Latoya.Forde@kkhairemporium.com,Le0tjK0m,b8e67f15aabc6938,1986/09/18,Mango Tree Drive #57,Micoud,1925,St. Lucia,Gros Islet,18499,Male,3966528,2016/08/03,13
Shanice Joseph,Shanice.Joseph@loyalty.kkhair.com,StVc!2yD8D1K,6b7f3539c71f11a6,1978/01,Bamboo Crescent #277,St. John Figtree,KN0302,St. Kitts & Nevis,Basseterre,2170,Female,6557474,2017/02/13,62
 Sade Williams  ,Sade.Williams.607@mail.kkhair.net,BAIYJ8zUCRXunPLt,d4de25df126d22dc,1971/09/21,Sunset Blvd #235,Clarendon,55706,Jamaica,Kingston,9780,Non-binary,+ 7204533769  ,2018/07/23,89
Tyrone Greenidge,Tyrone.Greenidge@kkhairemporium.com,7^wABj,f6bd7523e3c4cfe7,1965/07/05,Queen's Road #237,San Fernando,49175,Trinidad & Tobago,Chaguanas,11245,Female,+ 947947  ,2016/12/01,109
 Jéssica Núñez  ,Jssica.Nez@kkhairemporium.com,Y*XD2!52,cc7b4f7c00ebb080,1979-09-26,Hibiscus Lane #262,San Fernando,00000,Trinidad & Tobago,Port of Spain,15054,Non-binary,(820) 7907,2018-10-26,68
Jamal Núñez,JAMAL.NEZ@loyalty.kkhair.com,qdsvwM,cd2da2fbdcd5cbf1,1974/08/05,Market Street #103,San Fernando,00000,Trinidad & Tobago,Chaguanas,23922,Non-binary,+1 (868) 991269,2018-04-09,73
Kareem Greenidge,Kareem.Greenidge@loyalty.kkhair.com,6dP M7t,4d8ca4de8f32dd1f,1965/04/09,Palm Grove #15,St. George Basseterre,8338,St. Kitts & Nevis,Sandy Point,13163,Prefer not to say,+1 (869) 002200364238,2017/05/23,23
Shanice Singh,SHANICE.SINGH@mail.kkhair.net,cvUHdGnk,ca8b5aa3ecad7d__,1970/11/09,Market Street #247,St. Catherine,16,Jamaica,Spanish Town,21744,Male,+ 143061432885  ,2017/08/16,76
Anaïs Clarke,Anas.Clarke.132@#.kandk-hair.co,HMh@mn,d8d1cea0634ef1a6,2003/07/27,Queen's Road #39,St. Paul Charlestown,KN0302,St. Kitts & Nevis,Charlestown,24925,Non-binary,+1 (869) 9703977,2018/11/18,3
Mikaël Forde,Mikal.Forde@mail.kkhair.net,NMpbHrAsbeXU*Wwy,8f2795229e9ceaf7,1983-05-31,Seaview Terrace #129,Castries,6461,St. Lucia,Castries,14955,Male,+1 (758) 1243219792476174,2017/11/01,26
Andre Dottin,ANDRE.DOTTIN-160@MAIL.KKHAIR.NET,!QH oDxXyanOhqq#z,44276e08a16d0f59,1991-10-19,Mango Tree Drive #97,St. Peter,BB23026,Barbados,Bridgetown,4529,Non-binary,(197) 2855867931602,2018/05/20,93
Rashida Núñez,RASHIDA.NEZ@kkhairemporium.com,,,,,,,,,,,,,
Marlon Ramdeen,Marlon.Ramdeen@loyalty.kkhair.com,JaYesXeUNg,43050fef612a7057,1989/10/02,Mango Tree Drive #230,Castries,LC10 201,St. Lucia,Vieux Fort,16160,Male,+ 38412791  ,2016/10/20,117
Tyrone St. Clair,Tyrone.Clair@KKHAIREMPORIUM.COM,!Jwrmqol,a989b049d202c20f,1998/03/31,Coral Ridge #251,St. Andrew,91242,Jamaica,Kingston,23119,Non-binary,+1 (876) 607372040324,2017/09,13
Keisha Greenidge,Keisha.Greenidge@,ZiJRUeku,8725dddeebc9c6c7,1968-07-09,Coconut Walk #268,Clarendon,63273,Jamaica,Kingston,2798,Female,870146187027,2017/04,16
D’Andre Alleyne,DAndre.Alleyne@mail.kkhair.net,$%wEsH,dd9ef647f5855277,1955/06/24,Sunset Blvd #265,Soufrière,5728,St. Lucia,Castries,11717,Prefer not to say,274-5056-9582,2018-05-29,12
Tanesha Campbell,TANESHA.CAMPBELL-574@kkhairemporium.com,k4I83gMM,48394dac4d2c18c9,1957/06/06,Coconut Walk #238,St. James,11339,Jamaica,Spanish Town,7140,Female,397-8374-766937772,2016/12,21
 Khadija Grant  ,Khadija.Grant@mail.kkhair.net,r#s2nu,ee9291d35ebc2091,1997/05/13,Hibiscus Lane #74,Chaguanas,TT7434,Trinidad & Tobago,San Fernando,17060,Female,624-716,2018/03/13,80
 Zoë Best  ,Zo.Best@KKHAIREMPORIUM.COM,9#1 M79,dc40476c4f0cb726,2003/06/14,Harbour View #71,St. Peter Basseterre,KN0503,St. Kitts & Nevis,Basseterre,11974,Female,+1 (869) 9045896,2017-12-26,118
 Tyrone Grant  ,Tyrone.Grant-808@kkhairemporium.com,W0bV$fOuHB#k,754bf1533dcc1552,2000/05/21,Bay Street #180,Soufrière,2548,St. Lucia,Vieux Fort,3617,Non-binary,+1 (758) 83611538,2018/02/12,81
Dwayne Ramdeen,Dwayne.Ramdeen-659@kandk-hair.co,IRY3inQSZj0aXNhV,fdd02f5c39f70e90,1999/09/06,Sugar Cane Way #69,Soufrière,LC04 101,St. Lucia,Castries,19248,Prefer not to say,(946) 52174565,2017/06/29,70
Rashida Grant,RASHIDA.GRANT-904loyalty.kkhair.com,TS6ziR258q^k,d260475fc62c9f6e,1996/08/11,Harbour View #188,Arima,63546,Trinidad & Tobago,Port of Spain,17472,Female,+1 (868) 753409619975,2018/09/21,27
 Anaïs Lewis Morris  ,Anas.Morris@kandk-hair.co,9u6#EBwwWA!z,d596d2411dfe5de3,1992/11/09,Seaview Terrace #155,Dennery,LC04 101,St. Lucia,Castries,5166,Male,+1 (758) 945416460715,2018/06/02,86
Kareem Núñez,Kareem.Nez-384@mail.kkhair.net,&QxttqgcXS95,39841206940ce5__,1993/06/29,Mango Tree Drive #15,Couva-Tabaquite-Talparo,97890,Trinidad & Tobago,Chaguanas,12707,Male,+1 (868) 167123,2018/03/08,64
Mikaël Alleyne,Mikal.Alleyne@kkhairemporium.com,nC20uvte*WidrmEc,b0c78f6928c048__,1997/01/09,Cedar Park #155,St. Andrew,50849,Jamaica,Kingston,21975,Prefer not to say,+1 (876) 5666196213239295,2018-09-16,10
Zoë Baptiste,Zo.Baptiste@kandk-hair.co,qu!njUSAxU#&,526cf2d17792fec0,1999/3/29,Palm Grove #242,St. Andrew,99877,Jamaica,Spanish Town,16672,Female,(503) 916,2016/06/01,65
Kofi Singh,Kofi.Singh@kkhairemporium.com,UKw2ff0q,55686be6a9b54a2f,1998/8/12,Coral Ridge #139,St. George,68353,Barbados,Warrens,13046,Non-binary,(128) 89563,2018/05/26,54
Sade Joseph,Sade.Joseph@loyalty.kkhair.com,p9vN7dELJ1BC,9cbd92a9d6a3eaf6,1961/02/05,Market Street #188,Kingston,61889,Jamaica,Montego Bay,23056,Non-binary,(656) 00337522,2018-03-20,66
Shanice Campbell,Shanice.Campbell@kandk-hair.co,QEZMvxgH4e,8fcb602ec5e187a4,2001/08/08,Cedar Park #181,Dennery,LC10 201,St. Lucia,Gros Islet,21346,Non-binary,029-9738,2017/07,22
 Chloë Best  ,Chlo.Best.422@loyalty.kkhair.com,5LHAPw,a022db7c8e0cddff,1963/11/21,Hibiscus Lane #136,Castries,LC12 301,St. Lucia,Castries,8979,Non-binary,+1 (758) 64915350904,2017-12-20,9
Dwayne Williams,Dwayne.Williams@kandk-hair.co,CaUT!@CYLx,ebe473d24427a332,1973-08-12,Palm Grove #244,St. Thomas Lowland,KN0503,St. Kitts & Nevis,Charlestown,1453,Male,(469) 4841232223208,2017/05/25,41
Tyrone Pérez,TYRONE.PREZ@mail.kkhair.net,zftVwAgWgU0z0f4k,36f6924a27dc96d9,1993/05/10 ,Sugar Cane Way #100,St. George Basseterre,KN0503,St. Kitts & Nevis,Charlestown,19535,Non-binary,+ 68150895  ,2017/08/24,29
José Joseph,Jos.Joseph@kkhairemporium.com,NxoMr&$MjXDJ,fe5fd640bb2be08b,1971/12/07,Hibiscus Lane #6,Chaguanas,TT5098,Trinidad & Tobago,San Fernando,18194,Female,988-2687-4,2017/05/04,116
Kareem Williams,Kareem.Williams@loyalty.kkhair.com,2@pi64OA4v,a2e190faa60b6caf,2001/10,Coral Ridge #190,Port of Spain,69433,Trinidad & Tobago,Port of Spain,6222,Female,(967) 2128156,2018-07-10,105
Anaïs Charles,Anas.Charles.635@kandk-hair.co,bPEps&,8cd419af4f38e48c,1963/01/13,Coral Ridge #277,St. Philip,BB23026,Barbados,Bridgetown,8775,Male,+1 (246) 8397283,2016/07/30,14
Kofi St. Clair,Kofi.Clair@mail.kkhair.net,m9nOoliH,83599b9de626e2f8,1955/01/18,Harbour View #165,St. Thomas Lowland,KN0101,St. Kitts & Nevis,Charlestown,11530,Prefer not to say,+1 (869) 034011761706,2016/03/16,86
Shanice Forde,SHANICE.FORDE@mail.kkhair.net,GY4DN@KFZD,18363acf274360b9,2003/08/02,Seaview Terrace #90,St. James,BB14000,Barbados,Bridgetown,2837,Female,5940942,2017/08/01,23
Kirsten  De  la  Cruz,Kirsten.Cruz@loyalty.kkhair.com,49ACnxR%,ecc78083e88eda54,1990/12/26,Queen's Road #59,St. Thomas,BB17001,Barbados,Bridgetown,15619,Non-binary,713-528,2017/06/17,3
Keisha Singh,Keisha.Singh.738@loyalty.kkhair.com,bYKtxv,2fa6412120f5744f,1994/06/16,Bamboo Crescent #18,Port of Spain,91904,Trinidad & Tobago,Port of Spain,192,Male,442-5374-2,2017/09/06,63
Noël Best,Nol.Best@kkhairemporium.com,5AIN7K,a57a3d675d8f2112,1996/09/23,Sunset Blvd #65,Dennery,LC12 301,St. Lucia,Gros Islet,13272,Female,304948414235,2016-11-02,113
Aaliyah  Dottin,Aaliyah.Dottin@loyalty.kkhair.com,@WFPmL$7,f2a34a8b7a77a92d,1974/12/29,Bay Street #174,Christ Church,27494,Barbados,Oistins,22267,Non-binary,+1 (246) 209018,2017-09-10,58
Devon Clarke,Devon.Clarke@kkhairemporium.com,vDJ0nUfIpi@g,4414a26005b1229e,1994/12,Coral Ridge #29,St. Philip,BB23026,Barbados,Warrens,4146,Male,839-0497-574,2017/08/02,105
Mikaël Forde,Mikal.Forde@mail.kkhair.net,NMpbHrAsbeXU*Wwy,8f2795229e9ceaf7,1983-05-31,Seaview Terrace #129,Castries,6461,St. Lucia,Castries,14955,Male,+1 (758) 1243219792476174,2017/11/01,26
Dwayne Forde,Dwayne.Forde@mail.kkhair.net,YtZFO3deXx,b2b2feb26f8a625e,1978/12/18,Coconut Walk #172,Micoud,LC04 101,St. Lucia,Vieux Fort,16138,Prefer not to say,+ 213461646152  ,2018-06-02,31
Khadija Baptiste,KHADIJA.BAPTISTE@loyalty.kkhair.com,Hu42bojt,b4d419b1b673bd47,1970/11/19,Palm Grove #92,Dennery,6442,St. Lucia,Vieux Fort,24086,Male,216-0733-7,2017/04/11,84
Keisha Dottin,KEISHA.DOTTIN@kkhairemporium.com,6LJon4oVhEZL#!F8,b034ad86874edf2a,1971/07/09,Sugar Cane Way #291,Dennery,LC12 301,St. Lucia,Gros Islet,2677,Non-binary,+1 (758) 7007191035,2018-04-02,115
